"Reference Area Code","Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"BRN","Brunei Darussalam","1987","Not applicable","Not applicable","Percent","4.73773"
"BRN","Brunei Darussalam","1982","Not applicable","Not applicable","Percent","1.69715"
"BRN","Brunei Darussalam","1981","Not applicable","Not applicable","Percent","1.61678"
"BRN","Brunei Darussalam","1980","Not applicable","Not applicable","Percent","1.19108"
"BRN","Brunei Darussalam","1979","Not applicable","Not applicable","Percent","1.54552"
"BRN","Brunei Darussalam","1978","Not applicable","Not applicable","Percent","2.11424"
"BRN","Brunei Darussalam","1976","Not applicable","Not applicable","Percent","1.97008"
"BRN","Brunei Darussalam","1975","Not applicable","Not applicable","Percent","1.96134"
"BGR","Bulgaria","2012","Not applicable","Not applicable","Percent","3.52336"
"BGR","Bulgaria","2011","Not applicable","Not applicable","Percent","3.59234"
"BGR","Bulgaria","2010","Not applicable","Not applicable","Percent","3.91536"
"BGR","Bulgaria","2009","Not applicable","Not applicable","Percent","4.29411"
"BGR","Bulgaria","2008","Not applicable","Not applicable","Percent","4.20479"
"BGR","Bulgaria","2007","Not applicable","Not applicable","Percent","3.65297"
"BGR","Bulgaria","2006","Not applicable","Not applicable","Percent","3.91204"
"BGR","Bulgaria","2005","Not applicable","Not applicable","Percent","4.11536"
"BGR","Bulgaria","2004","Not applicable","Not applicable","Percent","2.32557"
"BGR","Bulgaria","2003","Not applicable","Not applicable","Percent","4.01177"
"BGR","Bulgaria","2002","Not applicable","Not applicable","Percent","3.39488"
"BGR","Bulgaria","2001","Not applicable","Not applicable","Percent","3.39575"
"BGR","Bulgaria","1998","Not applicable","Not applicable","Percent","2.81427"
"BGR","Bulgaria","1996","Not applicable","Not applicable","Percent","2.71204"
"BGR","Bulgaria","1995","Not applicable","Not applicable","Percent","3.44701"
"BGR","Bulgaria","1994","Not applicable","Not applicable","Percent","4.17066"
"BGR","Bulgaria","1993","Not applicable","Not applicable","Percent","4.95049"
"BGR","Bulgaria","1992","Not applicable","Not applicable","Percent","5.26046"
"BGR","Bulgaria","1991","Not applicable","Not applicable","Percent","5.42962"
"BGR","Bulgaria","1990","Not applicable","Not applicable","Percent","4.45406"
"BGR","Bulgaria","1980","Not applicable","Not applicable","Percent","3.52948"
"BFA","Burkina Faso","2014","Not applicable","Not applicable","Percent","4.50015"
"BFA","Burkina Faso","2013","Not applicable","Not applicable","Percent","4.53052"
"BFA","Burkina Faso","2012","Not applicable","Not applicable","Percent","4.05352"
"BFA","Burkina Faso","2011","Not applicable","Not applicable","Percent","4.48327"
"BFA","Burkina Faso","2010","Not applicable","Not applicable","Percent","3.93896"
"BFA","Burkina Faso","2007","Not applicable","Not applicable","Percent","4.58857"
"BFA","Burkina Faso","2006","Not applicable","Not applicable","Percent","4.45703"
"BFA","Burkina Faso","2005","Not applicable","Not applicable","Percent","4.43259"
"BFA","Burkina Faso","1996","Not applicable","Not applicable","Percent","1.44026"
"BFA","Burkina Faso","1994","Not applicable","Not applicable","Percent","3.4511"
"BFA","Burkina Faso","1988","Not applicable","Not applicable","Percent","1.42608"
"BFA","Burkina Faso","1985","Not applicable","Not applicable","Percent","1.76396"
"BFA","Burkina Faso","1983","Not applicable","Not applicable","Percent","1.75448"
"BFA","Burkina Faso","1980","Not applicable","Not applicable","Percent","1.9618"
"BFA","Burkina Faso","1978","Not applicable","Not applicable","Percent","1.67983"
"BDI","Burundi","2013","Not applicable","Not applicable","Percent","5.41475"
"BDI","Burundi","2012","Not applicable","Not applicable","Percent","5.82091"
"BDI","Burundi","2011","Not applicable","Not applicable","Percent","5.99779"
"BDI","Burundi","2010","Not applicable","Not applicable","Percent","6.79287"
"BDI","Burundi","2009","Not applicable","Not applicable","Percent","6.3198"
"BDI","Burundi","2008","Not applicable","Not applicable","Percent","5.19355"
"BDI","Burundi","2005","Not applicable","Not applicable","Percent","3.63169"
"BDI","Burundi","2004","Not applicable","Not applicable","Percent","3.74495"
"BDI","Burundi","2002","Not applicable","Not applicable","Percent","3.00493"
"BDI","Burundi","2001","Not applicable","Not applicable","Percent","2.90391"
"BDI","Burundi","2000","Not applicable","Not applicable","Percent","2.64548"
"BDI","Burundi","1999","Not applicable","Not applicable","Percent","3.41745"
"BDI","Burundi","1996","Not applicable","Not applicable","Percent","4.08324"
"BDI","Burundi","1995","Not applicable","Not applicable","Percent","5.01511"
"BDI","Burundi","1994","Not applicable","Not applicable","Percent","4.56527"
"BDI","Burundi","1992","Not applicable","Not applicable","Percent","3.80585"
"BDI","Burundi","1991","Not applicable","Not applicable","Percent","3.49366"
"BDI","Burundi","1990","Not applicable","Not applicable","Percent","3.35933"
"BDI","Burundi","1981","Not applicable","Not applicable","Percent","3.34676"
"BDI","Burundi","1979","Not applicable","Not applicable","Percent","2.80336"
"KHM","Cambodia","2013","Not applicable","Not applicable","Percent","2.02112"
"KHM","Cambodia","2012","Not applicable","Not applicable","Percent","1.56269"
"KHM","Cambodia","2010","Not applicable","Not applicable","Percent","2.60388"
"KHM","Cambodia","2007","Not applicable","Not applicable","Percent","1.5993"
"KHM","Cambodia","2004","Not applicable","Not applicable","Percent","1.71982"
"KHM","Cambodia","2002","Not applicable","Not applicable","Percent","1.71121"
"KHM","Cambodia","2001","Not applicable","Not applicable","Percent","1.72403"
"KHM","Cambodia","2000","Not applicable","Not applicable","Percent","1.66681"
"KHM","Cambodia","1998","Not applicable","Not applicable","Percent","1.25907"
"CMR","Cameroon","2013","Not applicable","Not applicable","Percent","3.02834"
"CMR","Cameroon","2012","Not applicable","Not applicable","Percent","2.96539"
"CMR","Cameroon","2011","Not applicable","Not applicable","Percent","3.0529"
"CMR","Cameroon","2010","Not applicable","Not applicable","Percent","3.31318"
"CMR","Cameroon","2009","Not applicable","Not applicable","Percent","3.46007"
"CMR","Cameroon","2008","Not applicable","Not applicable","Percent","2.95687"
"CMR","Cameroon","2007","Not applicable","Not applicable","Percent","3.36625"
"CMR","Cameroon","2006","Not applicable","Not applicable","Percent","2.95568"
"CMR","Cameroon","2005","Not applicable","Not applicable","Percent","3.12323"
"CMR","Cameroon","2004","Not applicable","Not applicable","Percent","3.32991"
"CMR","Cameroon","2003","Not applicable","Not applicable","Percent","3.30182"
"CMR","Cameroon","2001","Not applicable","Not applicable","Percent","2.60995"
"CMR","Cameroon","2000","Not applicable","Not applicable","Percent","1.93258"
"CMR","Cameroon","1992","Not applicable","Not applicable","Percent","2.751"
"CMR","Cameroon","1991","Not applicable","Not applicable","Percent","3.22023"
"CMR","Cameroon","1990","Not applicable","Not applicable","Percent","3.2871"
"CMR","Cameroon","1989","Not applicable","Not applicable","Percent","2.64896"
"CMR","Cameroon","1988","Not applicable","Not applicable","Percent","2.71473"
"CMR","Cameroon","1987","Not applicable","Not applicable","Percent","2.93091"
"CMR","Cameroon","1986","Not applicable","Not applicable","Percent","2.84834"
"CMR","Cameroon","1984","Not applicable","Not applicable","Percent","3.24637"
"CMR","Cameroon","1983","Not applicable","Not applicable","Percent","3.49689"
"CMR","Cameroon","1982","Not applicable","Not applicable","Percent","2.98497"
"CAN","Canada","2011","Not applicable","Not applicable","Percent","5.27245"
"CAN","Canada","2010","Not applicable","Not applicable","Percent","5.37115"
"CAN","Canada","2009","Not applicable","Not applicable","Percent","4.87314"
"CAN","Canada","2008","Not applicable","Not applicable","Percent","4.66087"
"CAN","Canada","2007","Not applicable","Not applicable","Percent","4.79736"
"CAN","Canada","2005","Not applicable","Not applicable","Percent","4.80467"
"CAN","Canada","2002","Not applicable","Not applicable","Percent","5.03579"
"CAN","Canada","2001","Not applicable","Not applicable","Percent","4.98863"
"CAN","Canada","2000","Not applicable","Not applicable","Percent","5.45617"
"CAN","Canada","1999","Not applicable","Not applicable","Percent","5.55329"
"CAN","Canada","1998","Not applicable","Not applicable","Percent","5.5274"
"CAN","Canada","1995","Not applicable","Not applicable","Percent","6.34796"
"CAN","Canada","1994","Not applicable","Not applicable","Percent","6.70718"
"CAN","Canada","1993","Not applicable","Not applicable","Percent","7.7335"
"CAN","Canada","1992","Not applicable","Not applicable","Percent","6.79398"
"CAN","Canada","1991","Not applicable","Not applicable","Percent","6.90657"
"CAN","Canada","1990","Not applicable","Not applicable","Percent","6.00705"
"CAN","Canada","1989","Not applicable","Not applicable","Percent","6.11443"
"CAN","Canada","1988","Not applicable","Not applicable","Percent","6.2092"
"CAN","Canada","1987","Not applicable","Not applicable","Percent","6.35449"
"CAN","Canada","1986","Not applicable","Not applicable","Percent","6.0741"
"CAN","Canada","1985","Not applicable","Not applicable","Percent","6.23894"
"CAN","Canada","1984","Not applicable","Not applicable","Percent","6.6485"
"CAN","Canada","1983","Not applicable","Not applicable","Percent","6.88161"
"CAN","Canada","1982","Not applicable","Not applicable","Percent","6.52908"
"CAN","Canada","1981","Not applicable","Not applicable","Percent","6.44042"
"CAN","Canada","1980","Not applicable","Not applicable","Percent","6.49456"
"CAN","Canada","1979","Not applicable","Not applicable","Percent","6.72499"
"CAN","Canada","1978","Not applicable","Not applicable","Percent","7.10849"
"CAN","Canada","1977","Not applicable","Not applicable","Percent","6.7438"
"CAN","Canada","1976","Not applicable","Not applicable","Percent","6.73124"
"CAN","Canada","1975","Not applicable","Not applicable","Percent","6.45278"
"CPV","Cape Verde","2013","Not applicable","Not applicable","Percent","5.03693"
"CPV","Cape Verde","2011","Not applicable","Not applicable","Percent","5.04361"
"CPV","Cape Verde","2010","Not applicable","Not applicable","Percent","5.56727"
"CPV","Cape Verde","2009","Not applicable","Not applicable","Percent","5.30896"
"CPV","Cape Verde","2008","Not applicable","Not applicable","Percent","5.51802"
"CPV","Cape Verde","2007","Not applicable","Not applicable","Percent","5.40753"
"CPV","Cape Verde","2006","Not applicable","Not applicable","Percent","6.5296"
"CPV","Cape Verde","2004","Not applicable","Not applicable","Percent","7.47664"
"CPV","Cape Verde","2002","Not applicable","Not applicable","Percent","7.87682"
"CPV","Cape Verde","1999","Not applicable","Not applicable","Percent","6.80168"
"CPV","Cape Verde","1998","Not applicable","Not applicable","Percent","6.39177"
"CAF","Central African Republic","2011","Not applicable","Not applicable","Percent","1.22862"
"CAF","Central African Republic","2010","Not applicable","Not applicable","Percent","1.20455"
"CAF","Central African Republic","2009","Not applicable","Not applicable","Percent","1.30356"
"CAF","Central African Republic","2008","Not applicable","Not applicable","Percent","1.29002"
"CAF","Central African Republic","2007","Not applicable","Not applicable","Percent","1.31289"
"CAF","Central African Republic","2006","Not applicable","Not applicable","Percent","1.41506"
"CAF","Central African Republic","2005","Not applicable","Not applicable","Percent","1.63638"
"CAF","Central African Republic","2004","Not applicable","Not applicable","Percent","1.62453"
"CAF","Central African Republic","2003","Not applicable","Not applicable","Percent","1.53979"
"CAF","Central African Republic","2002","Not applicable","Not applicable","Percent","1.51957"
"CAF","Central African Republic","2000","Not applicable","Not applicable","Percent","1.61265"
"CAF","Central African Republic","1999","Not applicable","Not applicable","Percent","1.69002"
"CAF","Central African Republic","1991","Not applicable","Not applicable","Percent","2.27631"
"CAF","Central African Republic","1990","Not applicable","Not applicable","Percent","2.2442"
"CAF","Central African Republic","1987","Not applicable","Not applicable","Percent","2.54805"
"CAF","Central African Republic","1986","Not applicable","Not applicable","Percent","2.20775"
"CAF","Central African Republic","1978","Not applicable","Not applicable","Percent","3.17053"
"TCD","Chad","2013","Not applicable","Not applicable","Percent","2.85071"
"TCD","Chad","2011","Not applicable","Not applicable","Percent","2.2579"
"TCD","Chad","2010","Not applicable","Not applicable","Percent","1.98194"
"TCD","Chad","2009","Not applicable","Not applicable","Percent","2.31174"
"TCD","Chad","2005","Not applicable","Not applicable","Percent","1.69477"
"TCD","Chad","2004","Not applicable","Not applicable","Percent","1.59295"
"TCD","Chad","2001","Not applicable","Not applicable","Percent","2.42614"
"TCD","Chad","2000","Not applicable","Not applicable","Percent","2.64671"
"TCD","Chad","1999","Not applicable","Not applicable","Percent","3.22787"
"TCD","Chad","1998","Not applicable","Not applicable","Percent","1.64904"
"TCD","Chad","1997","Not applicable","Not applicable","Percent","2.27335"
"CHL","Chile","2013","Not applicable","Not applicable","Percent","4.55744"
"CHL","Chile","2012","Not applicable","Not applicable","Percent","4.57406"
"CHL","Chile","2011","Not applicable","Not applicable","Percent","4.0681"
"CHL","Chile","2010","Not applicable","Not applicable","Percent","4.1812"
"CHL","Chile","2009","Not applicable","Not applicable","Percent","4.24129"
